TIME;drivetrain/gearbox/rpmMatchingRpmTarget;engine/rpm;drivetrain/gearbox/dsg/nextGear;sensors/gear;drivetrain/gearbox/state;drivetrain/gearbox/dsg/diagnosticFlags;drivetrain/gearSelector/position;drivetrain/gearbox/dsg/gearSelectorPosition;drivetrain/gearbox/stateTimer;drivetrain/torqueEstimation/engineTorquePercent;drivetrain/torqueEstimation/dsgEngineTorquePercent;drivetrain/gearbox/dsg/requestedTorque;ignition/angle;drivetrain/gearbox/torqueReduction/dbwCorrection;drivetrain/gearbox/torqueReduction/cylinderCut;drivetrain/gearbox/torqueReduction/ignCorrection;drivetrain/gearbox/torqueReduction;sensors/tps1;dbw/target
168.020;;1919;;;;;;;;;;;;;;;;;
168.040;;1924;0;1;0;;0;0;;;;0.000;10.500;;0.000;;;4.600;3.700
168.060;;1927;;;;;;;;;;;;;;;;;
168.080;;1918;;;;;;;;;;;8.900;;;;;4.600;3.700
168.100;0;1894;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
168.120;;1875;;;;;;;;;;;8.500;;;;;4.600;3.700
168.140;;1845;0;1;0;;0;0;;;;0.000;;;0.000;;;;
168.160;;1793;;;;;;;;;;;8.300;;;;;4.500;3.700
168.180;;1739;;;;;;;;;;;;;;;;;
168.200;0;1687;;;;0;;;0;0.000;0.000;;7.900;0.000;;0.000;0.000;4.500;3.700
168.220;;1631;;;;;;;;;;;;;;;;;
168.240;;1576;0;1;0;;0;0;;;;0.000;7.500;;0.000;;;4.500;3.600
168.260;;1526;;;;;;;;;;;;;;;;;
168.280;;1472;;;;;;;;;;;7.100;;;;;4.500;3.600
168.300;0;1421;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
168.320;;1370;;;;;;;;;;;6.700;;;;;4.500;3.600
168.340;;1321;0;1;0;;0;0;;;;0.000;;;0.000;;;;
168.360;;1271;;;;;;;;;;;6.400;;;;;4.400;3.600
168.380;;1222;;;;;;;;;;;;;;;;;
168.400;0;1176;;;;0;;;0;0.000;0.000;;8.000;0.000;;0.000;0.000;4.400;4.600
168.420;;1130;;;;;;;;;;;;;;;;;
168.440;;1085;0;1;0;;0;0;;;;0.000;9.500;;0.000;;;4.400;4.400
168.460;;1065;;;;;;;;;;;;;;;;;
168.480;;1078;;;;;;;;;;;10.900;;;;;4.400;4.300
168.500;0;1114;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
168.520;;1155;;;;;;;;;;;10.100;;;;;4.400;4.100
168.540;;1191;0;1;0;;0;0;;;;0.000;;;0.000;;;;
168.560;;1209;;;;;;;;;;;3.200;;;;;4.400;3.900
168.580;;1205;;;;;;;;;;;;;;;;;
168.600;0;1200;;;;0;;;0;0.000;0.000;;-0.200;0.000;;0.000;0.000;4.400;3.700
168.620;;1194;;;;;;;;;;;;;;;;;
168.640;;1175;0;1;0;;0;0;;;;0.000;-2.100;;0.000;;;4.300;3.600
168.660;;1155;;;;;;;;;;;;;;;;;
168.680;;1136;;;;;;;;;;;-2.500;;;;;4.000;3.500
168.700;0;1118;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
168.720;;1095;;;;;;;;;;;-3.000;;;;;3.800;3.500
168.740;;1075;0;1;0;;0;0;;;;0.000;;;0.000;;;;
168.760;;1055;;;;;;;;;;;-1.300;;;;;3.600;3.400
168.780;;1035;;;;;;;;;;;;;;;;;
168.800;0;1018;;;;0;;;0;0.000;0.000;;0.700;0.000;;0.000;0.000;3.500;3.400
168.820;;1000;;;;;;;;;;;;;;;;;
168.840;;983;0;1;0;;0;0;;;;0.000;2.800;;0.000;;;3.500;3.400
168.860;;964;;;;;;;;;;;;;;;;;
168.880;;954;;;;;;;;;;;4.900;;;;;3.500;3.400
168.900;0;950;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
168.920;;952;;;;;;;;;;;5.700;;;;;3.500;3.400
168.940;;952;0;1;0;;0;0;;;;0.000;;;0.000;;;;
168.960;;950;;;;;;;;;;;5.600;;;;;3.500;3.400
168.980;;948;;;;;;;;;;;;;;;;;
169.000;0;949;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.500;3.400
169.020;;947;;;;;;;;;;;;;;;;;
169.040;;940;0;1;0;;0;0;;;;0.000;6.000;;0.000;;;3.500;3.400
169.060;;930;;;;;;;;;;;;;;;;;
169.080;;922;;;;;;;;;;;7.100;;;;;3.500;3.400
169.100;0;916;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
169.120;;912;;;;;;;;;;;8.100;;;;;3.500;3.400
169.140;;910;0;1;0;;0;0;;;;0.000;;;0.000;;;;
169.160;;916;;;;;;;;;;;8.500;;;;;3.500;3.400
169.180;;921;;;;;;;;;;;;;;;;;
169.200;0;923;;;;0;;;0;0.000;0.000;;8.000;0.000;;0.000;0.000;3.500;3.400
169.220;;921;;;;;;;;;;;;;;;;;
169.240;;922;0;1;0;;0;0;;;;0.000;8.100;;0.000;;;3.500;3.400
169.260;;922;;;;;;;;;;;;;;;;;
169.280;;920;;;;;;;;;;;8.100;;;;;3.500;3.400
169.300;0;915;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
169.320;;917;;;;;;;;;;;8.700;;;;;3.500;3.400
169.340;;920;0;1;0;;0;0;;;;0.000;;;0.000;;;;
169.360;;924;;;;;;;;;;;8.400;;;;;3.500;3.400
169.380;;929;;;;;;;;;;;;;;;;;
169.400;0;937;;;;0;;;0;0.000;0.000;;8.100;0.000;;0.000;0.000;3.500;3.400
169.420;;943;;;;;;;;;;;;;;;;;
169.440;;945;0;1;0;;0;0;;;;0.000;7.200;;0.000;;;3.500;3.400
169.460;;944;;;;;;;;;;;;;;;;;
169.480;;946;;;;;;;;;;;7.300;;;;;3.500;3.400
169.500;0;948;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
169.520;;953;;;;;;;;;;;7.000;;;;;3.500;3.400
169.540;;957;0;1;0;;0;0;;;;0.000;;;0.000;;;;
169.560;;961;;;;;;;;;;;6.600;;;;;3.500;3.400
169.580;;963;;;;;;;;;;;;;;;;;
169.600;0;967;;;;0;;;0;0.000;0.000;;6.200;0.000;;0.000;0.000;3.500;3.400
169.620;;972;;;;;;;;;;;;;;;;;
169.640;;973;0;1;0;;0;0;;;;0.000;5.700;;0.000;;;3.500;3.400
169.660;;971;;;;;;;;;;;;;;;;;
169.680;;968;;;;;;;;;;;5.700;;;;;3.500;3.400
169.700;0;968;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
169.720;;972;;;;;;;;;;;5.800;;;;;3.500;3.400
169.740;;982;0;1;0;;0;0;;;;0.000;;;0.000;;;;
169.760;;989;;;;;;;;;;;5.100;;;;;3.500;3.400
169.780;;997;;;;;;;;;;;;;;;;;
169.800;0;1000;;;;0;;;0;0.000;0.000;;4.200;0.000;;0.000;0.000;3.500;3.400
169.820;;1005;;;;;;;;;;;;;;;;;
169.840;;1004;0;1;0;;0;0;;;;0.000;3.600;;0.000;;;3.500;3.400
169.860;;1003;;;;;;;;;;;;;;;;;
169.880;;991;;;;;;;;;;;3.700;;;;;3.500;3.400
169.900;0;977;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
169.920;;962;;;;;;;;;;;5.200;;;;;3.500;3.400
169.940;;956;0;1;0;;0;0;;;;0.000;;;0.000;;;;
169.960;;954;;;;;;;;;;;6.400;;;;;3.500;3.400
169.980;;958;;;;;;;;;;;;;;;;;
170.000;0;961;;;;0;;;0;0.000;0.000;;6.300;0.000;;0.000;0.000;3.500;3.400
170.020;;963;;;;;;;;;;;;;;;;;
170.040;;963;0;1;0;;0;0;;;;0.000;6.000;;0.000;;;3.500;3.400
170.060;;964;;;;;;;;;;;;;;;;;
170.080;;969;;;;;;;;;;;5.900;;;;;3.500;3.400
170.100;0;978;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
170.120;;983;;;;;;;;;;;5.200;;;;;3.500;3.400
170.140;;982;0;1;0;;0;0;;;;0.000;;;0.000;;;;
170.160;;976;;;;;;;;;;;4.900;;;;;3.500;3.400
170.180;;970;;;;;;;;;;;;;;;;;
170.200;0;969;;;;0;;;0;0.000;0.000;;5.500;0.000;;0.000;0.000;3.500;3.400
170.220;;960;;;;;;;;;;;;;;;;;
170.240;;951;0;1;0;;0;0;;;;0.000;6.200;;0.000;;;3.500;3.900
170.260;;938;;;;;;;;;;;;;;;;;
170.280;;936;;;;;;;;;;;7.400;;;;;4.500;6.200
170.300;0;938;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
170.320;;947;;;;;;;;;;;8.700;;;;;6.000;7.700
170.340;;958;0;1;0;;0;0;;;;0.000;;;0.000;;;;
170.360;;972;;;;;;;;;;;9.400;;;;;5.900;8.200
170.380;;982;;;;;;;;;;;;;;;;;
170.400;0;995;;;;0;;;0;0.000;0.000;;9.400;0.000;;0.000;0.000;5.900;8.300
170.420;;1017;;;;;;;;;;;;;;;;;
170.440;;1042;0;1;0;;0;0;;;;0.000;9.500;;0.000;;;6.000;8.400
170.460;;1071;;;;;;;;;;;;;;;;;
170.480;;1099;;;;;;;;;;;9.700;;;;;6.400;8.600
170.500;0;1138;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
170.520;;1179;;;;;;;;;;;10.400;;;;;7.200;8.700
170.540;;1222;0;1;0;;0;0;;;;0.000;;;0.000;;;;
170.560;;1271;;;;;;;;;;;11.000;;;;;7.900;8.700
170.580;;1321;;;;;;;;;;;;;;;;;
170.600;0;1376;;;;0;;;0;0.000;0.000;;11.700;0.000;;0.000;0.000;8.000;8.700
170.620;;1438;;;;;;;;;;;;;;;;;
170.640;;1510;0;1;0;;0;0;;;;0.000;13.700;;0.000;;;8.100;8.700
170.660;;1588;;;;;;;;;;;;;;;;;
170.680;;1674;;;;;;;;;;;17.300;;;;;8.100;8.600
170.700;0;1762;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
170.720;;1851;;;;;;;;;;;20.800;;;;;8.200;8.200
170.740;;1936;0;1;0;;0;0;;;;0.000;;;0.000;;;;
170.760;;2011;;;;;;;;;;;23.000;;;;;8.100;7.500
170.780;;2093;;;;;;;;;;;;;;;;;
170.800;0;2168;;;;0;;;0;0.000;0.000;;25.200;0.000;;0.000;0.000;7.500;5.700
170.820;;2231;;;;;;;;;;;;;;;;;
170.840;;2286;0;1;0;;0;0;;;;0.000;27.100;;0.000;;;5.700;3.800
170.860;;2346;;;;;;;;;;;;;;;;;
170.880;;2397;;;;;;;;;;;28.000;;;;;4.600;3.800
170.900;0;2446;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
170.920;;2477;;;;;;;;;;;26.400;;;;;4.600;3.900
170.940;;2506;0;1;0;;0;0;;;;0.000;;;0.000;;;;
170.960;;2521;;;;;;;;;;;24.800;;;;;4.600;3.900
170.980;;2526;;;;;;;;;;;;;;;;;
171.000;0;2526;;;;0;;;0;0.000;0.000;;23.200;0.000;;0.000;0.000;4.600;3.900
171.020;;2524;;;;;;;;;;;;;;;;;
171.040;;2512;0;1;0;;0;0;;;;0.000;21.600;;0.000;;;4.600;3.900
171.060;;2495;;;;;;;;;;;;;;;;;
171.080;;2464;;;;;;;;;;;20.000;;;;;4.600;3.900
171.100;0;2432;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
171.120;;2399;;;;;;;;;;;18.400;;;;;4.600;3.900
171.140;;2364;0;1;0;;0;0;;;;0.000;;;0.000;;;;
171.160;;2324;;;;;;;;;;;16.800;;;;;4.600;3.800
171.180;;2285;;;;;;;;;;;;;;;;;
171.200;0;2246;;;;0;;;0;0.000;0.000;;15.200;0.000;;0.000;0.000;4.600;3.800
171.220;;2195;;;;;;;;;;;;;;;;;
171.240;;2158;0;1;0;;0;0;;;;0.000;13.600;;0.000;;;4.600;3.800
171.260;;2117;;;;;;;;;;;;;;;;;
171.280;;2071;;;;;;;;;;;12.000;;;;;4.600;3.800
171.300;0;2024;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
171.320;;1973;;;;;;;;;;;10.400;;;;;4.500;3.700
171.340;;1921;0;1;0;;0;0;;;;0.000;;;0.000;;;;
171.360;;1869;;;;;;;;;;;8.800;;;;;4.500;3.700
171.380;;1827;;;;;;;;;;;;;;;;;
171.400;0;1788;;;;0;;;0;0.000;0.000;;8.200;0.000;;0.000;0.000;4.500;3.700
171.420;;1752;;;;;;;;;;;;;;;;;
171.440;;1706;0;1;0;;0;0;;;;0.000;8.000;;0.000;;;4.400;3.700
171.460;;1651;;;;;;;;;;;;;;;;;
171.480;;1597;;;;;;;;;;;7.600;;;;;4.300;3.600
171.500;0;1545;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
171.520;;1492;;;;;;;;;;;7.200;;;;;4.300;3.600
171.540;;1439;0;1;0;;0;0;;;;0.000;;;0.000;;;;
171.560;;1387;;;;;;;;;;;6.800;;;;;4.200;3.600
171.580;;1338;;;;;;;;;;;;;;;;;
171.600;0;1288;;;;0;;;0;0.000;0.000;;6.400;0.000;;0.000;0.000;4.100;3.600
171.620;;1238;;;;;;;;;;;;;;;;;
171.640;;1191;0;1;0;;0;0;;;;0.000;9.200;;0.000;;;4.000;4.600
171.660;;1143;;;;;;;;;;;;;;;;;
171.680;;1102;;;;;;;;;;;12.900;;;;;3.900;4.400
171.700;0;1084;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
171.720;;1095;;;;;;;;;;;14.100;;;;;3.900;4.200
171.740;;1122;0;1;0;;0;0;;;;0.000;;;0.000;;;;
171.760;;1152;;;;;;;;;;;9.500;;;;;3.900;4.100
171.780;;1176;;;;;;;;;;;;;;;;;
171.800;0;1178;;;;0;;;0;0.000;0.000;;4.000;0.000;;0.000;0.000;3.900;3.900
171.820;;1166;;;;;;;;;;;;;;;;;
171.840;;1154;0;1;0;;0;0;;;;0.000;2.100;;0.000;;;3.900;3.700
171.860;;1138;;;;;;;;;;;;;;;;;
171.880;;1110;;;;;;;;;;;1.300;;;;;3.900;3.600
171.900;0;1083;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
171.920;;1061;;;;;;;;;;;2.000;;;;;3.900;3.500
171.940;;1047;0;1;0;;0;0;;;;0.000;;;0.000;;;;
171.960;;1031;;;;;;;;;;;1.500;;;;;3.800;3.500
171.980;;1016;;;;;;;;;;;;;;;;;
172.000;0;998;;;;0;;;0;0.000;0.000;;2.800;0.000;;0.000;0.000;3.600;3.400
172.020;;984;;;;;;;;;;;;;;;;;
172.040;;975;0;1;0;;0;0;;;;0.000;4.500;;0.000;;;3.500;3.400
172.060;;971;;;;;;;;;;;;;;;;;
172.080;;961;;;;;;;;;;;5.300;;;;;3.500;3.400
172.100;0;946;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
172.120;;927;;;;;;;;;;;6.800;;;;;3.500;3.400
172.140;;912;0;1;0;;0;0;;;;0.000;;;0.000;;;;
172.160;;901;;;;;;;;;;;8.900;;;;;3.500;3.400
172.180;;888;;;;;;;;;;;;;;;;;
172.200;0;876;;;;0;;;0;0.000;0.000;;10.500;0.000;;0.000;0.000;3.500;3.400
172.220;;869;;;;;;;;;;;;;;;;;
172.240;;866;0;-3;0;;0;0;;;;0.000;11.800;;0.000;;;3.500;3.400
172.260;;869;;;;;;;;;;;;;;;;;
172.280;;873;;;;;;;;;;;12.100;;;;;3.500;3.400
172.300;0;879;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
172.320;;884;;;;;;;;;;;11.600;;;;;3.500;3.400
172.340;;880;0;-3;0;;0;0;;;;0.000;;;0.000;;;;
172.360;;875;;;;;;;;;;;11.800;;;;;3.500;3.400
172.380;;873;;;;;;;;;;;;;;;;;
172.400;0;875;;;;0;;;0;0.000;0.000;;12.500;0.000;;0.000;0.000;3.500;3.400
172.420;;881;;;;;;;;;;;;;;;;;
172.440;;886;0;1;0;;0;0;;;;0.000;12.200;;0.000;;;3.500;3.400
172.460;;890;;;;;;;;;;;;;;;;;
172.480;;896;;;;;;;;;;;11.900;;;;;3.500;3.400
172.500;0;904;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
172.520;;912;;;;;;;;;;;11.100;;;;;3.500;3.400
172.540;;925;0;1;0;;0;0;;;;0.000;;;0.000;;;;
172.560;;943;;;;;;;;;;;9.900;;;;;3.500;3.400
172.580;;963;;;;;;;;;;;;;;;;;
172.600;0;976;;;;0;;;0;0.000;0.000;;7.700;0.000;;0.000;0.000;3.500;3.400
172.620;;987;;;;;;;;;;;;;;;;;
172.640;;996;0;1;0;;0;0;;;;0.000;6.300;;0.000;;;3.500;3.400
172.660;;1009;;;;;;;;;;;;;;;;;
172.680;;1021;;;;;;;;;;;5.000;;;;;3.500;3.400
172.700;0;1035;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
172.720;;1042;;;;;;;;;;;3.200;;;;;3.500;3.400
172.740;;1047;0;1;0;;0;0;;;;0.000;;;0.000;;;;
172.760;;1048;;;;;;;;;;;2.300;;;;;3.500;3.400
172.780;;1047;;;;;;;;;;;;;;;;;
172.800;0;1039;;;;0;;;0;0.000;0.000;;2.300;0.000;;0.000;0.000;3.500;3.400
172.820;;1029;;;;;;;;;;;;;;;;;
172.840;;1022;0;1;0;;0;0;;;;0.000;3.100;;0.000;;;3.500;3.400
172.860;;1019;;;;;;;;;;;;;;;;;
172.880;;1019;;;;;;;;;;;3.700;;;;;3.500;3.400
172.900;0;1012;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
172.920;;1006;;;;;;;;;;;3.900;;;;;3.500;3.400
172.940;;995;0;1;0;;0;0;;;;0.000;;;0.000;;;;
172.960;;990;;;;;;;;;;;4.800;;;;;3.500;3.400
172.980;;983;;;;;;;;;;;;;;;;;
173.000;0;982;;;;0;;;0;0.000;0.000;;5.500;0.000;;0.000;0.000;3.500;3.400
173.020;;981;;;;;;;;;;;;;;;;;
173.040;;977;0;1;0;;0;0;;;;0.000;5.500;;0.000;;;3.500;3.400
173.060;;971;;;;;;;;;;;;;;;;;
173.080;;967;;;;;;;;;;;6.100;;;;;3.500;3.400
173.100;0;968;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
173.120;;972;;;;;;;;;;;6.300;;;;;3.500;3.400
173.140;;975;0;1;0;;0;0;;;;0.000;;;0.000;;;;
173.160;;977;;;;;;;;;;;5.800;;;;;3.500;3.400
173.180;;974;;;;;;;;;;;;;;;;;
173.200;0;973;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.500;3.400
173.220;;974;;;;;;;;;;;;;;;;;
173.240;;973;0;1;0;;0;0;;;;0.000;5.900;;0.000;;;3.500;3.400
173.260;;968;;;;;;;;;;;;;;;;;
173.280;;959;;;;;;;;;;;6.200;;;;;3.500;3.400
173.300;0;957;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
173.320;;958;;;;;;;;;;;6.800;;;;;3.500;3.400
173.340;;962;0;1;0;;0;0;;;;0.000;;;0.000;;;;
173.360;;961;;;;;;;;;;;6.500;;;;;3.500;3.400
173.380;;962;;;;;;;;;;;;;;;;;
173.400;0;960;;;;0;;;0;0.000;0.000;;6.500;0.000;;0.000;0.000;3.500;3.400
173.420;;959;;;;;;;;;;;;;;;;;
173.440;;959;0;1;0;;0;0;;;;0.000;6.700;;0.000;;;3.500;3.400
173.460;;965;;;;;;;;;;;;;;;;;
173.480;;972;;;;;;;;;;;6.300;;;;;3.500;3.400
173.500;0;975;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
173.520;;971;;;;;;;;;;;5.800;;;;;3.500;3.400
173.540;;967;0;1;0;;0;0;;;;0.000;;;0.000;;;;
173.560;;969;;;;;;;;;;;6.200;;;;;3.500;3.400
173.580;;973;;;;;;;;;;;;;;;;;
173.600;0;974;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.500;3.400
173.620;;973;;;;;;;;;;;;;;;;;
173.640;;976;0;1;0;;0;0;;;;0.000;5.900;;0.000;;;3.500;3.400
173.660;;979;;;;;;;;;;;;;;;;;
173.680;;984;;;;;;;;;;;5.500;;;;;3.500;3.400
173.700;0;986;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
173.720;;992;;;;;;;;;;;5.000;;;;;3.500;3.400
173.740;;990;0;1;0;;0;0;;;;0.000;;;0.000;;;;
173.760;;988;;;;;;;;;;;4.800;;;;;3.500;3.400
173.780;;985;;;;;;;;;;;;;;;;;
173.800;0;987;;;;0;;;0;0.000;0.000;;5.100;0.000;;0.000;0.000;3.500;3.400
173.820;;985;;;;;;;;;;;;;;;;;
173.840;;981;0;1;0;;0;0;;;;0.000;5.000;;0.000;;;3.500;3.400
173.860;;974;;;;;;;;;;;;;;;;;
173.880;;970;;;;;;;;;;;5.500;;;;;3.500;3.400
173.900;0;968;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
173.920;;968;;;;;;;;;;;5.900;;;;;3.500;3.400
173.940;;969;0;1;0;;0;0;;;;0.000;;;0.000;;;;
173.960;;967;;;;;;;;;;;5.800;;;;;3.500;3.400
173.980;;967;;;;;;;;;;;;;;;;;
174.000;0;966;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.500;3.400
174.020;;970;;;;;;;;;;;;;;;;;
174.040;;971;0;1;0;;0;0;;;;0.000;5.700;;0.000;;;3.500;3.400
174.060;;970;;;;;;;;;;;;;;;;;
174.080;;962;;;;;;;;;;;5.700;;;;;3.500;3.400
174.100;0;958;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
174.120;;957;;;;;;;;;;;6.500;;;;;3.500;3.400
174.140;;961;0;1;0;;0;0;;;;0.000;;;0.000;;;;
174.160;;963;;;;;;;;;;;6.300;;;;;3.500;3.400
174.180;;962;;;;;;;;;;;;;;;;;
174.200;0;957;;;;0;;;0;0.000;0.000;;6.300;0.000;;0.000;0.000;3.500;3.400
174.220;;955;;;;;;;;;;;;;;;;;
174.240;;956;0;1;0;;0;0;;;;0.000;6.800;;0.000;;;3.500;3.400
174.260;;962;;;;;;;;;;;;;;;;;
174.280;;965;;;;;;;;;;;6.200;;;;;3.500;3.400
174.300;0;964;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
174.320;;958;;;;;;;;;;;6.200;;;;;3.500;3.400
174.340;;955;0;1;0;;0;0;;;;0.000;;;0.000;;;;
174.360;;951;;;;;;;;;;;6.800;;;;;3.500;3.400
174.380;;950;;;;;;;;;;;;;;;;;
174.400;0;950;;;;0;;;0;0.000;0.000;;7.100;0.000;;0.000;0.000;3.500;3.400
174.420;;952;;;;;;;;;;;;;;;;;
174.440;;955;0;1;0;;0;0;;;;0.000;7.000;;0.000;;;3.500;3.400
174.460;;957;;;;;;;;;;;;;;;;;
174.480;;963;;;;;;;;;;;6.700;;;;;3.500;3.400
174.500;0;970;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
174.520;;978;;;;;;;;;;;5.900;;;;;3.500;3.400
174.540;;976;0;1;0;;0;0;;;;0.000;;;0.000;;;;
174.560;;972;;;;;;;;;;;5.600;;;;;3.500;3.400
174.580;;967;;;;;;;;;;;;;;;;;
174.600;0;971;;;;0;;;0;0.000;0.000;;6.100;0.000;;0.000;0.000;3.500;3.400
174.620;;975;;;;;;;;;;;;;;;;;
174.640;;980;0;1;0;;0;0;;;;0.000;5.600;;0.000;;;3.500;3.400
174.660;;984;;;;;;;;;;;;;;;;;
174.680;;989;;;;;;;;;;;5.100;;;;;3.500;3.400
174.700;0;994;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
174.720;;999;;;;;;;;;;;4.400;;;;;3.500;3.400
174.740;;999;0;1;0;;0;0;;;;0.000;;;0.000;;;;
174.760;;997;;;;;;;;;;;4.100;;;;;3.500;3.400
174.780;;991;;;;;;;;;;;;;;;;;
174.800;0;987;;;;0;;;0;0.000;0.000;;4.500;0.000;;0.000;0.000;3.500;3.400
174.820;;985;;;;;;;;;;;;;;;;;
174.840;;981;0;1;0;;0;0;;;;0.000;4.800;;0.000;;;3.500;3.400
174.860;;974;;;;;;;;;;;;;;;;;
174.880;;966;;;;;;;;;;;5.500;;;;;3.500;3.400
174.900;0;966;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
174.920;;965;;;;;;;;;;;5.800;;;;;3.500;3.400
174.940;;966;0;1;0;;0;0;;;;0.000;;;0.000;;;;
174.960;;964;;;;;;;;;;;5.800;;;;;3.500;3.400
174.980;;965;;;;;;;;;;;;;;;;;
175.000;0;963;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.500;3.400
175.020;;962;;;;;;;;;;;;;;;;;
175.040;;959;0;1;0;;0;0;;;;0.000;6.100;;0.000;;;3.500;3.400
175.060;;961;;;;;;;;;;;;;;;;;
175.080;;964;;;;;;;;;;;6.100;;;;;3.500;3.400
175.100;0;961;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
175.120;;954;;;;;;;;;;;6.200;;;;;3.500;3.400
175.140;;952;0;1;0;;0;0;;;;0.000;;;0.000;;;;
175.160;;957;;;;;;;;;;;6.700;;;;;3.500;3.400
175.180;;962;;;;;;;;;;;;;;;;;
175.200;0;961;;;;0;;;0;0.000;0.000;;6.100;0.000;;0.000;0.000;3.500;3.400
175.220;;959;;;;;;;;;;;;;;;;;
175.240;;960;0;1;0;;0;0;;;;0.000;6.400;;0.000;;;3.500;3.400
175.260;;965;;;;;;;;;;;;;;;;;
175.280;;973;;;;;;;;;;;6.000;;;;;3.500;3.400
175.300;0;981;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
175.320;;986;;;;;;;;;;;5.000;;;;;3.500;3.400
175.340;;985;0;1;0;;0;0;;;;0.000;;;0.000;;;;
175.360;;987;;;;;;;;;;;4.800;;;;;3.500;3.400
175.380;;989;;;;;;;;;;;;;;;;;
175.400;0;994;;;;0;;;0;0.000;0.000;;4.500;0.000;;0.000;0.000;3.500;3.400
175.420;;989;;;;;;;;;;;;;;;;;
175.440;;981;0;1;0;;0;0;;;;0.000;4.500;;0.000;;;3.500;3.400
175.460;;969;;;;;;;;;;;;;;;;;
175.480;;965;;;;;;;;;;;5.500;;;;;3.500;3.400
175.500;0;963;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
175.520;;964;;;;;;;;;;;5.800;;;;;3.500;3.400
175.540;;964;0;1;0;;0;0;;;;0.000;;;0.000;;;;
175.560;;964;;;;;;;;;;;5.800;;;;;3.500;3.400
175.580;;965;;;;;;;;;;;;;;;;;
175.600;0;967;;;;0;;;0;0.000;0.000;;5.800;0.000;;0.000;0.000;3.500;3.400
175.620;;974;;;;;;;;;;;;;;;;;
175.640;;979;0;1;0;;0;0;;;;0.000;5.300;;0.000;;;3.500;3.400
175.660;;981;;;;;;;;;;;;;;;;;
175.680;;973;;;;;;;;;;;4.900;;;;;3.500;3.400
175.700;0;967;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
175.720;;965;;;;;;;;;;;5.700;;;;;3.500;3.400
175.740;;968;0;1;0;;0;0;;;;0.000;;;0.000;;;;
175.760;;970;;;;;;;;;;;5.600;;;;;3.500;3.400
175.780;;972;;;;;;;;;;;;;;;;;
175.800;0;969;;;;0;;;0;0.000;0.000;;5.500;0.000;;0.000;0.000;3.500;3.400
175.820;;967;;;;;;;;;;;;;;;;;
175.840;;964;0;1;0;;0;0;;;;0.000;5.600;;0.000;;;3.500;3.400
175.860;;967;;;;;;;;;;;;;;;;;
175.880;;973;;;;;;;;;;;5.600;;;;;3.500;3.400
